Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,111.8499984741211,113.61000061035156,111.79000091552734,113.61000061035156,109.52423858642578,1628690
2024-01-03,112.5999984741211,112.9800033569336,112.0199966430664,112.12999725341797,108.09745788574219,1207784
2024-01-04,112.30000305175781,112.32499694824219,110.94000244140625,111.48999786376953,107.48048400878906,1380616
2024-01-05,112.0,113.23999786376953,111.9000015258789,112.98999786376953,108.9265365600586,1502441
2024-01-08,112.76000213623047,113.22000122070312,111.87000274658203,111.9800033569336,107.9528579711914,1784232
2024-01-09,113.27999877929688,113.30000305175781,112.63999938964844,113.0199966430664,108.95545196533203,1510571
2024-01-10,112.97000122070312,113.30000305175781,112.04000091552734,112.04000091552734,108.01070404052734,1415900
2024-01-11,112.5,113.66000366210938,112.23999786376953,113.5999984741211,109.51460266113281,1667803
2024-01-12,113.0,113.80000305175781,112.80000305175781,113.62999725341797,109.54351806640625,1678657
2024-01-15,113.5,113.80000305175781,113.1500015258789,113.7300033569336,109.63993072509766,207240
2024-01-16,113.5,113.66000366210938,112.80000305175781,113.0,108.93617248535156,1896379
2024-01-17,112.81999969482422,112.98999786376953,111.70999908447266,112.33000183105469,108.29027557373047,2189913
2024-01-18,111.37000274658203,112.91000366210938,111.37000274658203,112.4800033569336,108.43488311767578,2131509
2024-01-19,113.12000274658203,113.9000015258789,112.70999908447266,113.27999877929688,109.20610809326172,4107588
2024-01-22,114.0,114.8499984741211,113.55000305175781,114.80000305175781,110.67144775390625,2353571
2024-01-23,114.9000015258789,115.9800033569336,114.70999908447266,115.66000366210938,111.50051879882812,2197384
2024-01-24,116.0,116.0,114.52999877929688,114.69999694824219,110.57503509521484,1509853
2024-01-25,115.0,115.13999938964844,114.0,114.86000061035156,110.72928619384766,1967920
2024-01-29,116.0,116.0,115.0,115.91999816894531,111.75115966796875,2017654
2024-01-30,116.12000274658203,116.94000244140625,115.7699966430664,116.05000305175781,111.87649536132812,1982285
2024-01-31,116.0,118.23999786376953,115.20500183105469,117.52999877929688,113.30326080322266,4128431
2024-02-01,116.6500015258789,116.80000305175781,114.0999984741211,114.0999984741211,109.99661254882812,2593915
2024-02-02,114.80999755859375,116.12000274658203,114.43000030517578,115.80999755859375,111.6451187133789,2545023
2024-02-05,115.0199966430664,115.4800033569336,113.97000122070312,115.4800033569336,111.32699584960938,1142496
2024-02-06,115.31999969482422,115.63999938964844,114.1500015258789,114.37000274658203,110.25690460205078,1997385
2024-02-07,114.91999816894531,115.63999938964844,114.22000122070312,114.55000305175781,110.43043518066406,1737069
2024-02-08,115.13999938964844,116.0,114.44000244140625,115.87000274658203,111.70297241210938,1366549
2024-02-09,116.2699966430664,116.75,116.01000213623047,116.23999786376953,112.05965423583984,2086972
2024-02-12,116.5,116.77999877929688,115.55000305175781,115.7300033569336,111.56800079345703,1005660
2024-02-13,117.26000213623047,117.75,116.0,116.0,111.82828521728516,1758908
2024-02-14,113.16000366210938,114.06999969482422,111.55999755859375,114.06999969482422,109.96769714355469,2740465
2024-02-15,113.5,115.16999816894531,113.26000213623047,114.16000366210938,110.05445861816406,2315896
2024-02-16,115.75,116.27999877929688,114.77999877929688,116.27999877929688,112.09821319580078,3844462
2024-02-19,115.86000061035156,117.29000091552734,115.62000274658203,117.12999725341797,112.91764831542969,1386827
2024-02-20,117.4000015258789,117.80000305175781,116.05999755859375,116.94999694824219,112.7441177368164,1772794
2024-02-21,114.30999755859375,115.95999908447266,114.0999984741211,114.62000274658203,112.56735229492188,3281940
2024-02-22,115.0,115.0,113.30999755859375,114.44999694824219,112.400390625,1691941
2024-02-23,115.33000183105469,115.87999725341797,114.56999969482422,114.83000183105469,112.77359008789062,1576082
2024-02-26,115.31999969482422,115.98999786376953,115.06999969482422,115.91999816894531,113.84406280517578,1623264
2024-02-27,116.19999694824219,117.12000274658203,115.53500366210938,117.12000274658203,115.02257537841797,2199043
2024-02-28,117.25,117.30000305175781,115.66999816894531,115.95999908447266,113.88334655761719,1605950
2024-02-29,116.18000030517578,116.76000213623047,115.2300033569336,116.41000366210938,114.3252944946289,4036090
